"","sim","N","Obs.mean.bias","obs.sd.bias","diff.soc.pheno","N.obs.pheno","N.alters.per.obs","interactions.biases","interactions.biases.sd","id","strength","NFocals","MeanIntByFocal","SdIntByFocal"
"620",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"6",1763,41,43,0
"716",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"7",1806,42,43,0
"89",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"8",1806,42,43,0
"99",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"9",2600,52,50,0
"109",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"10",1849,43,43,0
"1113",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"11",1763,41,43,0
"1211",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"12",2550,51,50,0
"139",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"13",1935,45,43,0
"149",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"14",2450,49,50,0
"159",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"15",2550,51,50,0
"169",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"16",1849,43,43,0
"179",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"17",2500,50,50,0
"189",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"18",2650,53,50,0
"199",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"19",1849,43,43,0
"209",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"20",1935,45,43,0
"2113",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"21",1935,45,43,0
"2211",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"22",2500,50,50,0
"239",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"23",1935,45,43,0
"249",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"24",2600,52,50,0
"259",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"25",2500,50,50,0
"269",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"26",2450,49,50,0
"279",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"27",2400,48,50,0
"289",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"28",2550,51,50,0
"299",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"29",1763,41,43,0
"309",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"30",1806,42,43,0
"3113",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"31",1806,42,43,0
"3211",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"32",1763,41,43,0
"338",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"33",1806,42,43,0
"348",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"34",2500,50,50,0
"358",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"35",1849,43,43,0
"368",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"36",1935,45,43,0
"378",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"37",2400,48,50,0
"387",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"38",2400,48,50,0
"397",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"39",1849,43,43,0
"406",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"40",1806,42,43,0
"4112",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"41",1935,45,43,0
"427",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"42",2550,51,50,0
"436",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"43",2500,50,50,0
"446",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"44",2500,50,50,0
"456",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"45",1935,45,43,0
"465",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"46",2550,51,50,0
"475",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"47",2550,51,50,0
"485",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"48",2500,50,50,0
"495",10,49,-13.93,3.01,-13.93,50,16,-28.55,2.41,"49",2600,52,50,0
